timestamp,city,temperature,humidity,pressure,weather,wind_speed,season
2024-10-14 13:51:08.746471,Neem Ka Thana,32.67,14,1011,broken clouds,2.8,Post-monsoon
2024-10-14 13:51:09.054091,Bareilly,30.5,34,1011,clear sky,1.62,Post-monsoon
2024-10-14 13:51:09.382645,Hathras,33.44,26,1010,clear sky,2.13,Post-monsoon
2024-10-14 13:51:09.683710,Lalitpur,25.21,57,1012,scattered clouds,4.12,Post-monsoon
2024-10-14 13:51:10.369830,Nellore,28.55,74,1008,heavy intensity rain,5.07,Post-monsoon
2024-10-14 13:51:10.686523,Darbhanga,29.15,56,1010,overcast clouds,1.36,Post-monsoon
2024-10-14 13:51:11.009217,Jamui,31.3,44,1010,few clouds,2.91,Post-monsoon
2024-10-14 13:51:11.336535,Samastipur,30.06,47,1010,broken clouds,1.7,Post-monsoon
2024-10-14 13:51:11.659528,Janjgir,31.22,60,1009,scattered clouds,1.58,Post-monsoon
2024-10-14 13:51:11.983491,Kanker,31.68,54,1009,broken clouds,1.58,Post-monsoon
2024-10-14 13:51:12.307402,Korba,30.62,64,1010,scattered clouds,0.71,Post-monsoon
2024-10-14 13:51:12.637973,Koria,29.27,59,1014,scattered clouds,6.37,Post-monsoon
2024-10-14 13:51:12.953285,Narmada,30.75,49,1008,scattered clouds,5.66,Post-monsoon
2024-10-14 13:51:13.260583,Sirsa,34.94,14,1010,scattered clouds,2.8,Post-monsoon
2024-10-14 13:51:15.376651,Rewa,32.32,41,1010,few clouds,2.67,Post-monsoon
2024-10-14 13:51:15.686493,Shivpuri,29.21,52,1011,broken clouds,1.88,Post-monsoon
2024-10-14 13:51:16.019451,Sidhi,31.65,45,1010,few clouds,2.17,Post-monsoon
2024-10-14 13:51:16.351285,Parbhani,30.95,59,1009,broken clouds,2.77,Post-monsoon
2024-10-14 13:51:16.989574,Dudu,32.97,29,1010,scattered clouds,2.59,Post-monsoon
2024-10-14 13:51:17.325773,Jhalawar,31.23,49,1010,overcast clouds,2.32,Post-monsoon
2024-10-14 13:51:17.653322,Sanchore,34.69,40,1009,few clouds,0.66,Post-monsoon
2024-10-14 13:51:18.217740,Adilabad,31.16,64,1009,broken clouds,1.84,Post-monsoon
2024-10-14 13:51:19.333639,Kishanganj,30.96,50,1009,scattered clouds,0.28,Post-monsoon
2024-10-14 13:51:21.202445,Raigarh,31.0,60,1009,broken clouds,1.49,Post-monsoon
2024-10-14 13:51:21.550175,Tumkur,22.27,82,1010,overcast clouds,2.17,Post-monsoon
2024-10-14 13:51:21.877626,Jhabua,30.88,59,1009,overcast clouds,2.77,Post-monsoon
2024-10-14 13:51:22.182749,Jalgaon,31.4,59,1009,overcast clouds,2.59,Post-monsoon
2024-10-14 13:51:22.503183,Kalimpong,25.41,82,1011,overcast clouds,1.96,Post-monsoon
2024-10-14 13:51:23.223722,Mungeli,30.98,61,1009,scattered clouds,1.77,Post-monsoon
2024-10-14 13:51:23.962699,Surajpur,32.15,41,1011,clear sky,2.47,Post-monsoon
2024-10-14 13:51:24.313305,Bellary,24.73,81,1010,light rain,3.78,Post-monsoon
